src_ip,packet_count,avg_packet_size,most_used_protocol,label
2620:1ec:33:1::11,200,249.805,TCP,0
2620:1ec:33:1::12,67,348.14925373134326,TCP,0
2620:1ec:33::10,35,327.42857142857144,TCP,0
2620:1ec:33::11,394,244.88324873096445,TCP,0
2620:1ec:33::12,85,405.2470588235294,TCP,0
2620:1ec:bdf::58,408,1038.5980392156862,TCP,0
2620:1ec:bdf::72,96,1066.5,TCP,0
2a03:2880:f26b:1d2:face:b00c:0:167,186,133.40322580645162,TCP,0
2a03:2880:f33d:120:face:b00c:0:167,20,115.8,TCP,0
2a03:2880:f346:120:face:b00c:0:167,8384,734.9125715648855,TCP,0
2a03:2880:f347:120:face:b00c:0:167,3879,1427.937354988399,TLSv1.3,0
2a04:4e42:59::300,30,351.2,TCP,0
2a04:4e42:59::347,634,1314.2586750788644,TLSv1.3,0
3.0.35.227,27,420.44444444444446,TLSv1.2,0
3.108.188.69,13,418.9230769230769,TLSv1.3,0
3.108.240.124,23,407.60869565217394,TLSv1.3,0
3.164.36.105,8,740.625,TCP,0
3.164.36.123,5,397.8,TCP,0
3.164.36.72,14,527.0714285714286,TCP,0
3.211.67.45,23,660.9565217391304,TCP,0
3.233.158.26,12,66.0,TCP,0
3.33.220.150,32,394.71875,TCP,0
3.94.46.9,24,446.3333333333333,TCP,0
34.107.221.82,28,100.71428571428571,TCP,0
34.107.243.93,41,192.17073170731706,TCP,0
34.110.138.217,98,580.795918367347,TCP,0
34.111.113.62,48,561.4583333333334,TCP,0
34.120.195.249,44,404.95454545454544,QUIC,0
34.120.208.123,101,176.93069306930693,TCP,0
34.149.100.209,66,848.8787878787879,TLSv1.2,0
34.160.144.191,53,588.8867924528302,TCP,0
34.212.14.220,146,215.6917808219178,TCP,0
34.215.35.62,25,342.92,TCP,0
34.241.56.170,17,360.0,TLSv1.2,0
34.242.188.45,12,484.5,TCP,0
34.36.137.203,44,478.15909090909093,TCP,0
34.36.151.3,16,482.25,TCP,0
34.36.200.111,32,397.40625,TCP,0
34.36.216.150,31,373.8709677419355,QUIC,0
34.49.51.44,16,317.4375,TCP,0
34.95.103.74,17,466.5882352941176,TCP,0
35.186.253.211,18,294.6111111111111,TCP,0
35.190.122.228,59,952.5254237288135,QUIC,0
35.190.72.216,11,562.3636363636364,QUIC,0
35.190.80.1,14,66.0,TCP,0
35.207.221.200,16,650.625,TCP,0
35.212.104.44,115,526.4347826086956,TCP,0
35.213.17.49,52,339.96153846153845,TCP,0
35.213.183.23,11,325.27272727272725,TCP,0
35.213.188.76,18,322.1111111111111,TCP,0
35.213.7.90,14,345.57142857142856,TCP,0
35.244.154.8,9,805.4444444444445,TCP,0
35.244.159.8,39,412.2564102564103,TCP,0
35.244.181.201,10,438.4,TCP,0
35.244.193.51,17,382.05882352941177,TCP,0
37.230.131.76,15,538.3333333333334,TCP,0
4.213.25.242,8,105.75,TCP,0
40.119.213.159,55,624.2363636363636,TCP,0
43.250.0.199,44,639.7727272727273,TCP,0
43.250.0.64,25,1132.08,TCP,0
44.239.3.151,16,380.25,TCP,0
49.44.176.138,13,447.0,TCP,0
49.44.180.162,21,92.57142857142857,TCP,0
49.44.199.74,59,971.0,TCP,0
49.44.233.32,21,92.52380952380952,TCP,0
49.44.237.224,150,1249.34,TCP,0
50.31.142.63,132,504.06060606060606,TLSv1.3,0
51.105.71.137,18,454.22222222222223,TLSv1.3,0
51.132.193.105,77,182.33766233766235,TCP,0
51.75.205.62,8,502.5,TCP,0
51.79.154.29,14,335.92857142857144,TLSv1.3,0
51.79.81.36,253,1459.4387351778655,TLSv1.3,0
52.123.164.71,39,89.6923076923077,TLSv1.2,0
52.123.170.77,32,92.25,TLSv1.2,0
52.123.173.237,25,98.2,TLSv1.2,0
52.139.252.32,226,656.0486725663717,TCP,0
52.140.118.28,10,490.5,TCP,0
52.168.117.168,79,496.8101265822785,TCP,0
52.168.117.174,112,202.14285714285714,TCP,0
52.182.143.208,41,558.1951219512196,TCP,0
52.182.143.209,10,750.4,TCP,0
52.182.143.210,105,518.3428571428572,TCP,0
52.182.143.213,217,415.2073732718894,TCP,0
52.182.143.215,108,388.6296296296296,TCP,0
52.187.79.109,33,71.3030303030303,TCP,0
52.192.153.221,15,466.3333333333333,TLSv1.2,0
52.221.253.165,23,486.1304347826087,TLSv1.3,0
52.223.2.229,30,491.1,TCP,0
52.223.40.198,29,443.3103448275862,TCP,0
52.231.230.148,226,568.6238938053098,TCP,0
52.242.103.142,142,629.5281690140845,TCP,0
54.151.166.244,21,304.7142857142857,TCP,0
54.173.67.142,23,464.39130434782606,TCP,0
54.179.248.43,23,456.2608695652174,TCP,0
54.183.38.48,26,435.38461538461536,TLSv1.2,0
54.192.149.25,5,394.8,TCP,0
54.192.151.18,73,356.71232876712327,TCP,0
54.192.151.59,82,141.4878048780488,TCP,0
54.192.151.62,30,332.73333333333335,TCP,0
54.192.151.80,15,455.2,TLSv1.3,0
54.192.151.83,20,671.75,TCP,0
54.192.151.84,33,289.8787878787879,TCP,0
54.254.248.249,13,66.0,TCP,0
54.80.228.157,22,345.0,TCP,0
57.129.18.109,12,446.75,TCP,0
57.144.143.32,51,1094.862745098039,TLSv1.3,0
57.144.143.33,818,153.16992665036676,TCP,0
64.38.144.115,110,706.0545454545454,TCP,0
64.38.144.116,68,970.5588235294117,TCP,0
64.74.236.223,40,471.725,TLSv1.3,0
65.9.66.36,28,355.42857142857144,TCP,0
66.117.22.190,39,210.7948717948718,TCP,0
67.199.150.81,74,427.02702702702703,TCP,0
67.199.150.86,13,443.84615384615387,TLSv1.3,0
67.199.150.87,16,340.625,TCP,0
69.173.158.64,16,630.875,TCP,0
70.42.32.127,46,446.6304347826087,TCP,0
70.42.32.223,109,503.5963302752294,TLSv1.3,0
72.44.51.243,34,613.4117647058823,TCP,0
74.121.143.240,16,570.125,TCP,0
80.77.84.96,27,508.25925925925924,TCP,0
95.100.6.18,30,574.8333333333334,TCP,0
98.82.157.231,24,631.875,TCP,0
CloudNetwork_35:6d:31,45,42.0,ARP,0
HikvisionDig_14:67:87,186,60.0,ARP,0
ServercomPri_42:2f:d6,1399,42.27019299499643,ARP,0
fe80::1f24:6b58:9a77:58db,15,90.0,ICMPv6,0
fe80::2613:bf9c:8a0b:b983,12,90.0,ICMPv6,0
fe80::acf1:8f47:9479:100e,65,203.3846153846154,MDNS,0
fe80::f2ed:b8ff:fe42:2fd6,111,113.02702702702703,ICMPv6,0
